ID,Date_NY,Time_NY,Duration_sec,CurrentJob,CarrerSwitch,SaleryRange_USDperYear,WorkField,FavLanguage,SalerySat,WLBalanceSat,CoworkerSat,ManagementSat,UpwardMobSat,DevelopmentSat,EntryDifficulty,JobImportance,Sex,Age,HomeContry,Education,Ethnicity,WeekDay,SaleryMean_USDperYear
62a33d850f8c8599d5af10cb,10-06-2022,08:48:00,66.0,Data Analyst,True,0-40k,Tech,Python,1.0,2.0,4.0,2.0,2.0,2.0,Neither easy nor difficult,Better Salary,Male,22,Niger,Not Specified,Black or African American,Friday,20000.0
62a33d9bf8f7561645852496,10-06-2022,08:48:00,64.0,Student/Looking/None,True,0-40k,Retail,Python,1.0,3.0,2.0,2.0,4.0,1.0,Difficult,Better Salary,Male,23,United States,Not Specified,Black or African American,Friday,20000.0
62a33dbdd8c00e9f5419cd65,10-06-2022,08:49:00,65.0,Student/Looking/None,False,41k-65k,Tech,R,7.0,8.0,8.0,6.0,8.0,3.0,Very Difficult,Better Salary,Female,26,Canada,Not Specified,Asian or Asian American,Friday,53000.0
62a33de124a26260273826b2,10-06-2022,08:49:00,81.0,Data Analyst,False,0-40k,Other,Python,1.0,1.0,1.0,1.0,2.0,0.0,Very Difficult,Better Salary,Male,28,Nigeria,Not Specified,Black or African American,Friday,20000.0
62a33dedd8c00e9f5419ce2b,10-06-2022,08:49:00,83.0,Data Analyst,True,41k-65k,Finance,Python,5.0,5.0,5.0,5.0,5.0,5.0,Easy,Remote Work,Male,29,Kenya,Not Specified,Black or African American,Friday,53000.0
62a33dfbd8c00e9f5419ceda,10-06-2022,08:50:00,95.0,Data Analyst,True,106k-125k,Tech,Other,10.0,5.0,10.0,6.0,10.0,10.0,Neither easy nor difficult,Remote Work,Female,31,United States,Not Specified,White or Caucasian,Friday,115500.0
62a33e38f3072dd8926221d3,10-06-2022,08:51:00,85.0,Data Analyst,True,0-40k,Healthcare,Python,5.0,6.0,8.0,8.0,7.0,1.0,Neither easy nor difficult,Remote Work,Male,28,Azerbaijan,Not Specified,White or Caucasian,Friday,20000.0
62a33e54d8c00e9f5419cfe9,10-06-2022,08:51:00,107.0,Data Analyst,False,0-40k,Finance,Python,4.0,4.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,32,Argentina,Not Specified,Hispanic or Latino,Friday,20000.0
62a33e62575fa3a5ae88aabf,10-06-2022,08:51:00,134.0,Data Analyst,False,0-40k,Tech,Python,7.0,8.0,8.0,8.0,3.0,8.0,Easy,Better Salary,Male,24,Sudan,Not Specified,Black or African American,Friday,20000.0
62a33e63cec54911e9ca4f99,10-06-2022,08:51:00,141.0,Data Analyst,False,0-40k,Tech,Python,4.0,6.0,6.0,6.0,7.0,7.0,Easy,Good Work/Life Balance,Male,31,India,Not Specified,Asian or Asian American,Friday,20000.0
62a33e72bae91e4b8b82ea1a,10-06-2022,08:52:00,127.0,Data Analyst,False,66k-85k,Other,Other,7.0,10.0,5.0,5.0,5.0,2.0,Difficult,Other,Male,23,United States,Not Specified,White or Caucasian,Friday,75500.0
62a33e890f8c8599d5af13b9,10-06-2022,08:52:00,80.0,Data Analyst,True,106k-125k,Other,Python,1.0,6.0,9.0,1.0,0.0,2.0,Difficult,Remote Work,Female,33,United States,Not Specified,Asian or Asian American,Friday,115500.0
62a33e8bf8d5efcc22f7c79a,10-06-2022,08:52:00,94.0,Data Analyst,False,86k-105k,Healthcare,Other,6.0,7.0,7.0,7.0,7.0,4.0,Very Easy,Better Salary,Male,43,United States,Not Specified,White or Caucasian,Friday,95500.0
62a33e90cec54911e9ca5031,10-06-2022,08:52:00,94.0,Student/Looking/None,True,0-40k,Other,R,0.0,0.0,5.0,0.0,0.0,0.0,Very Difficult,Remote Work,Female,23,Nigeria,Not Specified,Other,Friday,20000.0
62a33e9df8f756164585277b,10-06-2022,08:52:00,107.0,Student/Looking/None,True,41k-65k,Finance,Python,10.0,7.0,10.0,10.0,5.0,3.0,Very Difficult,Good Work/Life Balance,Male,31,United States,Not Specified,Black or African American,Friday,53000.0
62a33eb6bc6861bf3176c5a3,10-06-2022,08:53:00,98.0,Data Analyst,True,66k-85k,Finance,Python,5.0,6.0,7.0,5.0,4.0,4.0,Neither easy nor difficult,Other,Male,31,United Kingdom,Not Specified,White or Caucasian,Friday,75500.0
62a33ee0bae91e4b8b82eaec,10-06-2022,08:53:00,210.0,Data Analyst,True,0-40k,Other,Python,8.0,7.0,8.0,7.0,7.0,7.0,Difficult,Good Work/Life Balance,Male,25,India,Not Specified,Asian or Asian American,Friday,20000.0
62a33ee80f8c8599d5af14b7,10-06-2022,08:54:00,97.0,Data Engineer,False,125k-150k,Tech,Other,8.0,10.0,10.0,9.0,9.0,9.0,Easy,Better Salary,Male,43,United States,Not Specified,White or Caucasian,Friday,137500.0
62a33efe0a77c1a77f65bf1e,10-06-2022,08:54:00,128.0,Data Analyst,False,41k-65k,Finance,Python,2.0,3.0,5.0,5.0,5.0,5.0,Difficult,Better Salary,Female,26,Canada,Not Specified,Other,Friday,53000.0
62a33f0ef408bae018ed3aeb,10-06-2022,08:54:00,234.0,Analytics,False,41k-65k,Automotive,Python,5.0,10.0,8.0,8.0,8.0,7.0,Neither easy nor difficult,Remote Work,Male,32,Japan,Not Specified,White or Caucasian,Friday,53000.0
62a33f17f8f7561645852867,10-06-2022,08:54:00,148.0,IT,False,0-40k,Tech,Python,2.0,9.0,7.0,7.0,5.0,6.0,Difficult,Better Salary,Male,31,Greece,Not Specified,White or Caucasian,Friday,20000.0
62a33f52bc6861bf3176c72c,10-06-2022,08:55:00,93.0,Data Analyst,True,86k-105k,Healthcare,Other,3.0,5.0,6.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,29,United States,Not Specified,White or Caucasian,Friday,95500.0
62a33f56cf255543173005e9,10-06-2022,08:55:00,56.0,Data Analyst,True,0-40k,Other,Python,3.0,1.0,3.0,2.0,3.0,1.0,Neither easy nor difficult,Good Culture,Male,24,Perú,Not Specified,Hispanic or Latino,Friday,20000.0
62a33f5a5d257a28a30d7bb5,10-06-2022,08:55:00,158.0,Student/Looking/None,True,41k-65k,Construction,Python,2.0,0.0,2.0,2.0,0.0,0.0,Very Difficult,Remote Work,Male,34,United States,Not Specified,White or Caucasian,Friday,53000.0
62a33fa5cec54911e9ca51f1,10-06-2022,08:57:00,112.0,Data Analyst,True,41k-65k,Other,Other,5.0,6.0,6.0,5.0,4.0,6.0,Very Difficult,Better Salary,Male,42,Australia,Not Specified,Other,Friday,53000.0
62a33fcb575fa3a5ae88ad59,10-06-2022,08:57:00,123.0,Student/Looking/None,True,0-40k,Other,JavaScript,0.0,0.0,0.0,0.0,0.0,0.0,Difficult,Remote Work,Female,40,United States,Not Specified,Asian or Asian American,Friday,20000.0
62a33fcf18134ddc75ce91c3,10-06-2022,08:57:00,152.0,Student/Looking/None,False,41k-65k,Telecommunication,Python,3.0,1.0,3.0,4.0,0.0,3.0,Easy,Good Work/Life Balance,Male,43,Spain,Not Specified,White or Caucasian,Friday,53000.0
62a34006d8c00e9f5419d341,10-06-2022,08:58:00,159.0,Student/Looking/None,True,0-40k,Construction,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Better Salary,Male,23,Kenya,Not Specified,Other,Friday,20000.0
62a34020575fa3a5ae88ade0,10-06-2022,08:59:00,71.0,Student/Looking/None,True,0-40k,Education,Python,5.0,5.0,3.0,5.0,2.0,6.0,Difficult,Better Salary,Male,23,Japan,Not Specified,Asian or Asian American,Friday,20000.0
62a34038b4da29969c62eafe,10-06-2022,08:59:00,235.0,Data Analyst,True,86k-105k,Other,Python,8.0,6.0,2.0,3.0,6.0,7.0,Neither easy nor difficult,Other,Male,28,United States,Not Specified,White or Caucasian,Friday,95500.0
62a3406b575fa3a5ae88ae78,10-06-2022,09:00:00,85.0,Data Analyst,False,66k-85k,Finance,Other,5.0,7.0,1.0,1.0,0.0,8.0,Neither easy nor difficult,Better Salary,Male,32,United States,Not Specified,White or Caucasian,Friday,75500.0
62a340cab4da29969c62ec01,10-06-2022,09:02:00,167.0,Data Analyst,True,66k-85k,Other,R,7.0,8.0,10.0,8.0,9.0,9.0,Difficult,Remote Work,Female,41,United States,Not Specified,White or Caucasian,Friday,75500.0
62a340d62e54c9003e5324b4,10-06-2022,09:02:00,56.0,Data Analyst,True,41k-65k,Finance,Python,5.0,6.0,6.0,6.0,6.0,6.0,Neither easy nor difficult,Remote Work,Male,33,United Kingdom,High School,White or Caucasian,Friday,53000.0
62a340e10a77c1a77f65c2e7,10-06-2022,09:02:00,117.0,Business,True,150k-225k,Tech,Python,10.0,8.0,9.0,8.0,8.0,10.0,Easy,Good Work/Life Balance,Male,38,United States,Not Specified,Hispanic or Latino,Friday,187500.0
62a340f5bc6861bf3176caa4,10-06-2022,09:02:00,152.0,Data Analyst,False,0-40k,Tech,Other,8.0,8.0,8.0,8.0,5.0,10.0,Easy,Better Salary,Female,22,India,Not Specified,Other,Friday,20000.0
62a34117cec54911e9ca54e7,10-06-2022,09:03:00,119.0,Student/Looking/None,True,0-40k,Other,R,1.0,3.0,6.0,6.0,6.0,9.0,Difficult,Remote Work,Male,36,Barbados,Bachelors,Black or African American,Friday,20000.0
62a3413a5d257a28a30d8074,10-06-2022,09:03:00,78.0,Data Engineer,False,66k-85k,Finance,Python,2.0,1.0,1.0,1.0,3.0,7.0,Easy,Remote Work,Female,28,United States,Masters,Asian or Asian American,Friday,75500.0
62a341b0f8f7561645852d1d,10-06-2022,09:05:00,104.0,Data Analyst,True,66k-85k,Tech,Python,6.0,6.0,6.0,6.0,5.0,6.0,Difficult,Other,Female,24,United States,Bachelors,Hispanic or Latino,Friday,75500.0
62a341e8f8d5efcc22f7d002,10-06-2022,09:06:00,118.0,Business,False,41k-65k,Other,C/C++,3.0,6.0,7.0,7.0,0.0,3.0,Very Difficult,Better Salary,Male,29,United States,Bachelors,White or Caucasian,Friday,53000.0
62a34210cf25554317300c02,10-06-2022,09:07:00,135.0,Data Analyst,False,0-40k,Tech,Python,4.0,9.0,10.0,9.0,9.0,10.0,Easy,Better Salary,Male,29,Colombia,Associates,Hispanic or Latino,Friday,20000.0
62a3424eb4da29969c62eedd,10-06-2022,09:08:00,124.0,Business Analyst,True,41k-65k,Automotive,Python,6.0,8.0,8.0,7.0,9.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,38,Germany,Masters,White or Caucasian,Friday,53000.0
62a34256bae91e4b8b82f16d,10-06-2022,09:08:00,106.0,Data Analyst,True,0-40k,Finance,Other,3.0,5.0,4.0,3.0,3.0,3.0,Difficult,Good Work/Life Balance,Male,31,Bulgaria,Masters,White or Caucasian,Friday,20000.0
62a3426cf408bae018ed409b,10-06-2022,09:09:00,93.0,Student/Looking/None,False,0-40k,Tech,Python,1.0,4.0,5.0,5.0,1.0,1.0,Difficult,Better Salary,Male,25,United States,Masters,White or Caucasian,Friday,20000.0
62a34272f8d5efcc22f7d15f,10-06-2022,09:09:00,69.0,Data Analyst,False,66k-85k,Telecommunication,Python,4.0,6.0,4.0,5.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,24,United States,Masters,White or Caucasian,Friday,75500.0
62a34340bc6861bf3176d05b,10-06-2022,09:12:00,243.0,Business,True,41k-65k,Tech,Python,6.0,7.0,4.0,3.0,9.0,8.0,Difficult,Better Salary,Male,28,Turkey,Bachelors,White or Caucasian,Friday,53000.0
62a34383b4da29969c62f1be,10-06-2022,09:13:00,63.0,Student/Looking/None,False,0-40k,Tech,Python,7.0,5.0,8.0,0.0,0.0,0.0,Neither easy nor difficult,Good Culture,Female,23,India,Bachelors,Asian or Asian American,Friday,20000.0
62a34389cec54911e9ca5a22,10-06-2022,09:13:00,61.0,Data Engineer,False,0-40k,Tech,R,2.0,3.0,2.0,5.0,5.0,7.0,Neither easy nor difficult,Remote Work,Male,21,Spain,Masters,Hispanic or Latino,Friday,20000.0
62a343a22e54c9003e532a2a,10-06-2022,09:14:00,163.0,Data Analyst,False,0-40k,Other,Python,4.0,4.0,4.0,4.0,5.0,6.0,Neither easy nor difficult,Remote Work,Male,29,France,Bachelors,Other,Friday,20000.0
62a343d9f3072dd892622fe4,10-06-2022,09:15:00,195.0,Data Analyst,True,41k-65k,Tech,Python,5.0,6.0,7.0,7.0,7.0,6.0,Difficult,Better Salary,Male,25,United States,Bachelors,Asian or Asian American,Friday,53000.0
62a34400d8c00e9f5419dc2b,10-06-2022,09:15:00,84.0,Data Analyst,False,41k-65k,Tech,Python,6.0,6.0,6.0,6.0,3.0,5.0,Difficult,Good Culture,Male,27,Germany,Masters,Black or African American,Friday,53000.0
62a34425f8d5efcc22f7d525,10-06-2022,09:16:00,88.0,Data Analyst,True,41k-65k,Tech,Python,3.0,9.0,10.0,8.0,9.0,9.0,Easy,Better Salary,Male,23,India,Bachelors,Asian or Asian American,Friday,53000.0
62a34449575fa3a5ae88b637,10-06-2022,09:16:00,156.0,Analytics,False,86k-105k,Other,R,4.0,3.0,3.0,5.0,5.0,5.0,Difficult,Better Salary,Male,32,United States,Masters,Asian or Asian American,Friday,95500.0
62a3445dcf255543173011e1,10-06-2022,09:17:00,161.0,Student/Looking/None,True,106k-125k,Healthcare,Python,5.0,5.0,7.0,5.0,7.0,7.0,Neither easy nor difficult,Remote Work,Male,22,India,Bachelors,Asian or Asian American,Friday,115500.0
62a3447a575fa3a5ae88b6c0,10-06-2022,09:17:00,254.0,Data Analyst,False,0-40k,Tech,Python,2.0,9.0,9.0,8.0,6.0,2.0,Easy,Better Salary,Male,25,Thailand,Bachelors,Asian or Asian American,Friday,20000.0
62a3449f7dc029e2d66bf5d1,10-06-2022,09:18:00,75.0,Data Analyst,True,0-40k,Telecommunication,Python,2.0,8.0,6.0,6.0,5.0,5.0,Neither easy nor difficult,Remote Work,Female,36,Germany,Masters,White or Caucasian,Friday,20000.0
62a344c5f408bae018ed4806,10-06-2022,09:19:00,141.0,Data Analyst,True,106k-125k,Tech,Other,10.0,6.0,9.0,5.0,8.0,7.0,Easy,Good Work/Life Balance,Female,27,United States,Bachelors,White or Caucasian,Friday,115500.0
62a344c6f8d5efcc22f7d6e1,10-06-2022,09:19:00,137.0,Business,True,0-40k,Tech,Python,5.0,5.0,5.0,5.0,5.0,1.0,Neither easy nor difficult,Other,Male,23,India,Bachelors,Asian or Asian American,Friday,20000.0
62a344e1f3072dd892623328,10-06-2022,09:19:00,92.0,Student/Looking/None,True,0-40k,Tech,Other,2.0,3.0,3.0,3.0,3.0,6.0,Very Difficult,Better Salary,Male,26,Netherlands,Bachelors,Black or African American,Friday,20000.0
62a3450424a262602738357f,10-06-2022,09:20:00,79.0,Analytics,False,86k-105k,Healthcare,Python,9.0,10.0,10.0,10.0,10.0,10.0,Very Easy,Good Work/Life Balance,Female,33,United States,PhD,Hispanic or Latino,Friday,95500.0
62a3452818134ddc75ce9e1b,10-06-2022,09:20:00,93.0,Data Analyst,True,106k-125k,Automotive,Python,3.0,5.0,3.0,3.0,5.0,5.0,Easy,Better Salary,Male,27,Turkey,Masters,White or Caucasian,Friday,115500.0
62a345490a77c1a77f65cc5b,10-06-2022,09:21:00,98.0,Data Analyst,True,41k-65k,Education,R,3.0,6.0,5.0,4.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,42,United States,Associates,White or Caucasian,Friday,53000.0
62a3455bbc6861bf3176d57a,10-06-2022,09:21:00,156.0,Data Analyst,True,0-40k,Tech,Python,6.0,7.0,8.0,7.0,7.0,8.0,Easy,Good Work/Life Balance,Male,29,Spain,Masters,White or Caucasian,Friday,20000.0
62a3457bf8d5efcc22f7da17,10-06-2022,09:22:00,68.0,Data Analyst,False,125k-150k,Tech,Python,4.0,7.0,6.0,4.0,2.0,4.0,Easy,Better Salary,Female,27,United States,Masters,Asian or Asian American,Friday,137500.0
62a345b2bae91e4b8b82fad6,10-06-2022,09:22:00,101.0,Student/Looking/None,False,41k-65k,Healthcare,Python,0.0,10.0,10.0,10.0,4.0,2.0,Neither easy nor difficult,Remote Work,Female,39,United States,Bachelors,Hispanic or Latino,Friday,53000.0
62a345c47dc029e2d66bf80a,10-06-2022,09:23:00,96.0,Data Analyst,True,41k-65k,Telecommunication,Python,6.0,6.0,7.0,5.0,6.0,7.0,Difficult,Good Culture,Male,31,Denmark,Masters,White or Caucasian,Friday,53000.0
62a345e25d257a28a30d8b43,10-06-2022,09:23:00,189.0,Data Analyst,True,66k-85k,Other,Python,7.0,7.0,5.0,9.0,7.0,8.0,Easy,Good Work/Life Balance,Male,29,Brazil,Bachelors,Hispanic or Latino,Friday,75500.0
62a34646f8d5efcc22f7dc5c,10-06-2022,09:25:00,82.0,Data Analyst,True,66k-85k,Education,R,7.0,7.0,7.0,7.0,4.0,7.0,Easy,Remote Work,Male,31,United States,Masters,White or Caucasian,Friday,75500.0
62a34687f408bae018ed4c52,10-06-2022,09:26:00,90.0,Data Analyst,True,0-40k,Finance,Python,10.0,9.0,9.0,10.0,9.0,10.0,Neither easy nor difficult,Good Culture,Male,30,Mexico,Masters,Hispanic or Latino,Friday,20000.0
62a346a37dc029e2d66bfa6d,10-06-2022,09:26:00,185.0,Data Engineer,True,0-40k,Tech,Python,7.0,8.0,6.0,5.0,5.0,9.0,Difficult,Better Salary,Male,33,Mexico,Masters,Hispanic or Latino,Friday,20000.0
62a346a95d257a28a30d8cb9,10-06-2022,09:27:00,58.0,Data Analyst,False,66k-85k,Retail,Python,7.0,8.0,9.0,7.0,7.0,7.0,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White or Caucasian,Friday,75500.0
62a346b4bc6861bf3176d7ce,10-06-2022,09:27:00,69.0,Student/Looking/None,False,0-40k,Tech,R,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,23,India,Bachelors,Other,Friday,20000.0
62a346cef8f756164585385b,10-06-2022,09:27:00,111.0,Data Analyst,True,41k-65k,Other,Other,4.0,4.0,3.0,3.0,5.0,6.0,Very Difficult,Better Salary,Male,33,United States,Bachelors,Asian or Asian American,Friday,53000.0
62a346d724a2626027383abd,10-06-2022,09:27:00,149.0,Business Analyst,True,66k-85k,Logistics,Python,7.0,9.0,9.0,8.0,8.0,9.0,Neither easy nor difficult,Good Work/Life Balance,Male,35,Chile,Bachelors,Hispanic or Latino,Friday,75500.0
62a34726f8d5efcc22f7dec7,10-06-2022,09:29:00,74.0,Data Analyst,False,66k-85k,Tech,Python,3.0,4.0,2.0,1.0,0.0,4.0,Neither easy nor difficult,Better Salary,Male,25,United States,Bachelors,White or Caucasian,Friday,75500.0
62a3476c5d257a28a30d8e6d,10-06-2022,09:30:00,180.0,Data Analyst,False,86k-105k,Automotive,Python,5.0,4.0,5.0,4.0,3.0,6.0,Neither easy nor difficult,Other,Male,23,United States,Bachelors,White or Caucasian,Friday,95500.0
62a347b4f8f7561645853a98,10-06-2022,09:31:00,122.0,IT,False,41k-65k,Healthcare,JavaScript,2.0,4.0,6.0,5.0,3.0,4.0,Easy,Better Salary,Female,51,United States,Bachelors,Black or African American,Friday,53000.0
62a347f6b4da29969c62fb79,10-06-2022,09:32:00,105.0,Data Analyst,False,0-40k,Telecommunication,Other,1.0,4.0,4.0,3.0,2.0,6.0,Very Difficult,Better Salary,Male,30,United Kingdom,Bachelors,Black or African American,Friday,20000.0
62a3483018134ddc75cea4e6,10-06-2022,09:33:00,101.0,Data Analyst,True,41k-65k,Finance,Python,8.0,9.0,9.0,9.0,9.0,8.0,Very Difficult,Better Salary,Male,23,India,Bachelors,Asian or Asian American,Friday,53000.0
62a348650f8c8599d5af2b77,10-06-2022,09:34:00,66.0,Science,True,41k-65k,Other,R,3.0,5.0,5.0,6.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,24,Canada,Bachelors,Asian or Asian American,Friday,53000.0
62a3489318134ddc75cea659,10-06-2022,09:35:00,66.0,Student/Looking/None,True,41k-65k,Tech,Python,6.0,6.0,6.0,6.0,6.0,6.0,Easy,Good Culture,Male,25,Australia,Masters,Asian or Asian American,Friday,53000.0
62a348bf2e54c9003e533634,10-06-2022,09:35:00,142.0,Data Analyst,True,41k-65k,Finance,Python,4.0,4.0,6.0,4.0,5.0,6.0,Difficult,Better Salary,Female,55,United States,Masters,Other,Friday,53000.0
62a348c2f3072dd892623c10,10-06-2022,09:36:00,116.0,Data Analyst,False,86k-105k,Other,R,8.0,10.0,8.0,7.0,8.0,10.0,Very Easy,Remote Work,Female,30,United States,Masters,White or Caucasian,Friday,95500.0
62a348f2f8d5efcc22f7e2ba,10-06-2022,09:36:00,70.0,Data Analyst,True,41k-65k,Consulting,Python,9.0,9.0,9.0,9.0,7.0,4.0,Difficult,Better Salary,Male,25,Canada,Bachelors,Asian or Asian American,Friday,53000.0
62a349160a77c1a77f65d4db,10-06-2022,09:37:00,28.0,Data Analyst,True,66k-85k,Other,Python,6.0,9.0,7.0,6.0,7.0,7.0,Neither easy nor difficult,Better Salary,Male,28,United States,Masters,White or Caucasian,Friday,75500.0
62a3493fb4da29969c62fe63,10-06-2022,09:38:00,142.0,Analytics,True,41k-65k,Consulting,Python,8.0,8.0,9.0,9.0,10.0,10.0,Very Easy,Better Salary,Male,34,United Kingdom,Bachelors,White or Caucasian,Friday,53000.0
62a3496e575fa3a5ae88c4e6,10-06-2022,09:38:00,198.0,Data Analyst,True,0-40k,Tech,Python,8.0,10.0,9.0,9.0,10.0,8.0,Neither easy nor difficult,Better Salary,Female,28,Costa Rica,Bachelors,Hispanic or Latino,Friday,20000.0
62a3498e575fa3a5ae88c554,10-06-2022,09:39:00,115.0,Student/Looking/None,False,0-40k,Other,Other,7.0,9.0,7.0,8.0,8.0,10.0,Neither easy nor difficult,Better Salary,Male,24,Vietnam,Bachelors,Asian or Asian American,Friday,20000.0
62a34991b4da29969c62ff4b,10-06-2022,09:39:00,75.0,Student/Looking/None,True,0-40k,Healthcare,Python,3.0,7.0,7.0,7.0,1.0,2.0,Difficult,Better Salary,Male,31,United States,Masters,Black or African American,Friday,20000.0
62a349bbf8f756164585400d,10-06-2022,09:40:00,127.0,Data Analyst,True,41k-65k,Other,Other,3.0,6.0,6.0,6.0,4.0,4.0,Easy,Better Salary,Male,25,Canada,Bachelors,Asian or Asian American,Friday,53000.0
62a349c7cec54911e9ca67c7,10-06-2022,09:40:00,65.0,Data Analyst,True,106k-125k,Finance,Python,5.0,1.0,4.0,3.0,3.0,4.0,Easy,Better Salary,Female,38,United States,Bachelors,White or Caucasian,Friday,115500.0
62a349d5d8c00e9f5419ead2,10-06-2022,09:40:00,92.0,Data Analyst,False,41k-65k,Finance,Python,5.0,5.0,5.0,5.0,4.0,5.0,Neither easy nor difficult,Good Culture,Male,30,Netherlands,Bachelors,Hispanic or Latino,Friday,53000.0
62a349e6b4da29969c63000c,10-06-2022,09:40:00,92.0,Data Analyst,True,0-40k,Tech,C/C++,0.0,0.0,0.0,2.0,2.0,5.0,Neither easy nor difficult,Good Work/Life Balance,Male,25,India,Bachelors,Asian or Asian American,Friday,20000.0
62a34a03cec54911e9ca6869,10-06-2022,09:41:00,68.0,Data Analyst,True,0-40k,Tech,Python,1.0,2.0,1.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Female,29,Nigeria,Bachelors,Black or African American,Friday,20000.0
